UII,HEI_Name,HEI_Type,HEI_Type2,HEI_Province,HEI_Municipality_City,HEI_Region,Full_Program_Name,Program_Name,Major,Detailed_Name,F2017PSCED_Discipline_Group,AY
13228,STI College - San Jose del Monte,Private,Private Non-Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Science in Accounting Information System,Bachelor of Science in Accounting Information System,,Accountancy,"Business, Administration, and Law",2024-25
13228,STI College - San Jose del Monte,Private,Private Non-Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Science in Business Administration major in Operations Management,Bachelor of Science in Business Administration,Operations Management,Business Administration,"Business, Administration, and Law",2024-25
13228,STI College - San Jose del Monte,Private,Private Non-Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Science in Computer Engineering,Bachelor of Science in Computer Engineering,,Computer Engineering,"Engineering, Manufacturing, and Construction",2024-25
13228,STI College - San Jose del Monte,Private,Private Non-Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Science in Computer Science,Bachelor of Science in Computer Science,,Computer Science,Information and Communication Technologies (ICTs),2024-25
13228,STI College - San Jose del Monte,Private,Private Non-Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Science in Information Technology,Bachelor of Science in Information Technology,,Information Technology,Information and Communication Technologies (ICTs),2024-25
13228,STI College - San Jose del Monte,Private,Private Non-Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Science in Retail Technology and Consumer Science,Bachelor of Science in Retail Technology and Consumer Science,,Retail Technology,"Business, Administration, and Law",2024-25
13228,STI College - San Jose del Monte,Private,Private Non-Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Science in Tourism Management,Bachelor of Science in Tourism Management,,Tour and Travel Management,Services,2024-25
03003,Sto. Rosario Sapang Palay College,Private,Private Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Arts in Pyschology,Bachelor of Arts in Pyschology,,Psychology,"Social Sciences, Journalism and Information",2024-25
03003,Sto. Rosario Sapang Palay College,Private,Private Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Arts in Religious Studies,Bachelor of Arts in Religious Studies,,Religious Studies,Arts and Humanities,2024-25
03003,Sto. Rosario Sapang Palay College,Private,Private Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Early Childhood Education,Bachelor of Early Childhood Education,,Early Childhood Education,Education,2024-25
03003,Sto. Rosario Sapang Palay College,Private,Private Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Elementary Education,Bachelor of Elementary Education,,Elementary Education,Education,2024-25
03003,Sto. Rosario Sapang Palay College,Private,Private Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Science in Business Administration major in Financial Management,Bachelor of Science in Business Administration,Financial Management,Business Administration,"Business, Administration, and Law",2024-25
03003,Sto. Rosario Sapang Palay College,Private,Private Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Science in Business Administration major in Human Resource Development Management,Bachelor of Science in Business Administration,Human Resource Development Management,Business Administration,"Business, Administration, and Law",2024-25
03003,Sto. Rosario Sapang Palay College,Private,Private Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Science in Computer Science,Bachelor of Science in Computer Science,,Computer Science,Information and Communication Technologies (ICTs),2024-25
03003,Sto. Rosario Sapang Palay College,Private,Private Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Science in Information Technology,Bachelor of Science in Information Technology,,Information Technology,Information and Communication Technologies (ICTs),2024-25
03003,Sto. Rosario Sapang Palay College,Private,Private Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Secondary Education major in English,Bachelor of Secondary Education,English,Secondary Education,Education,2024-25
03003,Sto. Rosario Sapang Palay College,Private,Private Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Secondary Education major in Filipino,Bachelor of Secondary Education,Filipino,Secondary Education,Education,2024-25
03003,Sto. Rosario Sapang Palay College,Private,Private Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Secondary Education major in Mathematics,Bachelor of Secondary Education,Mathematics,Secondary Education,Education,2024-25
03003,Sto. Rosario Sapang Palay College,Private,Private Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Secondary Education major in Social Studies,Bachelor of Secondary Education,Social Studies,Secondary Education,Education,2024-25
03003,Sto. Rosario Sapang Palay College,Private,Private Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Secondary Education major in Values Education,Bachelor of Secondary Education,Values Education,Secondary Education,Education,2024-25
03306,Village Montessori School and Colleges,Private,Private Non-Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Physical Education,Bachelor of Physical Education,,Physical Education,Education,2024-25
03306,Village Montessori School and Colleges,Private,Private Non-Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Science in Entrepreneurship,Bachelor of Science in Entrepreneurship,,Entrepreneurship,"Business, Administration, and Law",2024-25
03306,Village Montessori School and Colleges,Private,Private Non-Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Science in Tourism Management,Bachelor of Science in Tourism Management,,Tour and Travel Management,Services,2024-25
03306,Village Montessori School and Colleges,Private,Private Non-Sectarian,Bulacan,San Jose Del Monte City,03 - Central Luzon,Bachelor of Technical Vocational Teacher Education,Bachelor of Technical Vocational Teacher Education,,Technical-Vocational Education,Education,2024-25
